Investor.Name,Portfolio.Name,Scenario,Allocation,ScenarioGeography,Sector,Technology,Asset.Type,Year,Scen.Alloc.WtTechProd,Plan.Alloc.WtTechProd,Trajectory.Alignment,Trajectory.Deviation
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2019,95.5836055151772,95.5836055151772,0,0
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2020,165.955161197374,172.908325754616,-0.0418978506427504,0.0418978506427504
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2020,176.027155717995,187.894149971409,-0.0674157018842342,0.0674157018842342
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2020,207.32225361181,208.847257570402,0.00735571764257929,0.00735571764257929
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2020,292.669242200612,304.653308610816,0.0409474747673993,0.0409474747673993
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2020,25.082364322586,26.0195345759933,0.0373637126609873,0.0373637126609873
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2020,114.439811880746,107.973563113653,-0.056503490007756,-0.056503490007756
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2021,163.597480369103,176.567447974398,-0.0792797515953967,0.0792797515953967
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2021,180.443640384432,187.930822602806,-0.0414931897983399,0.0414931897983399
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2021,208.242784860454,217.474189725346,0.0443300106223504,0.0443300106223504
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2021,286.811090260485,305.066951884662,0.0636511705582816,0.0636511705582816
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2021,24.1451940691787,26.0195345759933,0.0776278915565727,0.0776278915565727
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2021,133.296018246316,118.288762582207,-0.112585926133049,-0.112585926133049
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2022,161.239799540832,179.988382837182,-0.116277639576219,0.116277639576219
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2022,184.860125050869,188.707015781996,-0.0208097377953657,0.0208097377953657
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2022,209.163316109097,220.074390501658,0.0521653347036705,0.0521653347036705
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2022,280.952938320358,305.182345723657,0.0862400925512692,0.0862400925512692
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2022,23.2080238157714,26.0195345759933,0.121143910508713,0.121143910508713
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2022,152.152224611886,125.508155434946,-0.175114555471695,-0.175114555471695
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2023,158.88211871256,180.911804327042,-0.13865427898992,0.13865427898992
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2023,189.276609717305,192.04805406771,-0.0146422970833207,0.0146422970833207
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2023,210.083847357741,222.864321122911,0.0608351090572288,0.0608351090572288
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2023,275.094786380231,305.196674111162,0.109423694018413,0.109423694018413
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2023,22.2708535623641,26.0195345759933,0.168322287384807,0.168322287384807
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2023,171.008430977455,129.354823992801,-0.243576335661165,-0.243576335661165
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2024,156.524437884289,181.521336235467,-0.159699652584964,0.159699652584964
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2024,193.693094383742,196.981447724883,-0.0169771325694555,0.0169771325694555
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2024,211.004378606384,223.735779824399,0.0603371423005634,0.0603371423005634
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2024,269.236634440104,306.069398594387,0.136804429422762,0.136804429422762
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2024,21.3336833089568,26.0195345759933,0.219645674831461,0.219645674831461
Investor 1,Portfolio 1,NPSRTS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2024,189.864637343025,130.186144291125,-0.314321265334308,-0.314321265334308
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Freight,Bonds,2019,0.00316324622188618,0.00316324622188618,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Passenger,Bonds,2019,1.01761814265577,1.01761814265577,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Grinding plant,Bonds,2019,7731.87878776319,7731.87878776319,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Integrated facility,Bonds,2019,38928.9809641719,38928.9809641719,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,A,Bonds,2019,0.010954734952001,0.010954734952001,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,B,Bonds,2019,0.0199679963758708,0.0199679963758708,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,C,Bonds,2019,0.0160209518274612,0.0160209518274612,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,D,Bonds,2019,0.077491724576195,0.077491724576195,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,E,Bonds,2019,0.0269451552341016,0.0269451552341016,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,F,Bonds,2019,0.0113618392143972,0.0113618392143972,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,G,Bonds,2019,0.0012407204941971,0.0012407204941971,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Ac-Electric Arc Furnace,Bonds,2019,16508.0684926449,16508.0684926449,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Blast Furnace,Bonds,2019,94650.0663209242,94650.0663209242,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Dc-Electric Arc Furnace,Bonds,2019,2720.11011747799,2720.11011747799,0,0
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Freight,Bonds,2020,0.00308125691720082,0.00316324622188618,0.0266090452333454,0.0266090452333454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Passenger,Bonds,2020,0.991242135826375,1.01761814265577,0.0266090452333454,0.0266090452333454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Grinding plant,Bonds,2020,7737.96738589182,7731.87878776319,-7.8684722033395e-4,-7.8684722033395e-4
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Integrated facility,Bonds,2020,38959.636245657,38928.9809641719,-7.86847220334124e-4,-7.86847220334124e-4
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,A,Bonds,2020,0.010631460296992,0.010954734952001,0.030407361357542,0.030407361357542
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,B,Bonds,2020,0.0193787400252686,0.0199679963758708,0.0304073613575418,0.0304073613575418
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,C,Bonds,2020,0.0155481729151798,0.0160209518274612,0.030407361357542,0.030407361357542
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,D,Bonds,2020,0.0752049407664374,0.077491724576195,0.0304073613575418,0.0304073613575418
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,E,Bonds,2020,0.0261500026539037,0.0269451552341016,0.0304073613575419,0.0304073613575419
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,F,Bonds,2020,0.0110265508967524,0.0113618392143972,0.0304073613575419,0.0304073613575419
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,G,Bonds,2020,0.0012041067840999,0.0012407204941971,0.0304073613575419,0.0304073613575419
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Ac-Electric Arc Furnace,Bonds,2020,16263.6914407431,16508.0684926449,0.0150259277109497,0.0150259277109497
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Blast Furnace,Bonds,2020,93248.914867008,94650.0663209242,0.0150259277109499,0.0150259277109499
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Dc-Electric Arc Furnace,Bonds,2020,2679.84299042714,2720.11011747799,0.0150259277109497,0.0150259277109497
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Freight,Bonds,2021,0.00299926760918824,0.00316324622188618,0.0546728848721558,0.0546728848721558
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Passenger,Bonds,2021,0.964866127926603,1.01761814265577,0.0546728848721561,0.0546728848721561
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Grinding plant,Bonds,2021,7744.05598402044,7731.87878776319,-0.00157245715712448,-0.00157245715712448
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Integrated facility,Bonds,2021,38990.2915271421,38928.9809641719,-0.00157245715712451,-0.00157245715712451
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,A,Bonds,2021,0.010131846041431,0.010954734952001,0.0812180630464584,0.0812180630464584
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,B,Bonds,2021,0.0184680565912935,0.0199679963758708,0.0812180630464584,0.0812180630464584
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,C,Bonds,2021,0.0148175029395276,0.0160209518274612,0.0812180630464584,0.0812180630464584
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,D,Bonds,2021,0.0716707639510322,0.077491724576195,0.0812180630464584,0.0812180630464584
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,E,Bonds,2021,0.0249211108795024,0.0269451552341016,0.0812180630464586,0.0812180630464586
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,F,Bonds,2021,0.0105083697754585,0.0113618392143972,0.0812180630464583,0.0812180630464583
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,G,Bonds,2021,0.00114752105666939,0.0012407204941971,0.0812180630464583,0.0812180630464583
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Ac-Electric Arc Furnace,Bonds,2021,16019.3143888413,16508.0684926449,0.0305103009991519,0.0305103009991519
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Blast Furnace,Bonds,2021,91847.7634130919,94650.0663209242,0.0305103009991521,0.0305103009991521
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Dc-Electric Arc Furnace,Bonds,2021,2639.57586337628,2720.11011747799,0.030510300999152,0.030510300999152
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Freight,Bonds,2022,0.00291727830450289,0.00316324622188618,0.0843141763347134,0.0843141763347134
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Passenger,Bonds,2022,0.938490121097201,1.01761814265577,0.0843141763347134,0.0843141763347134
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Grinding plant,Bonds,2022,7750.14458214907,7731.87878776319,-0.00235683272644254,-0.00235683272644254
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Integrated facility,Bonds,2022,39020.9468086272,38928.9809641719,-0.00235683272644262,-0.00235683272644262
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,A,Bonds,2022,0.00976726767967449,0.010954734952001,0.121576198305454,0.121576198305454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,B,Bonds,2022,0.0178035129543937,0.0199679963758708,0.121576198305454,0.121576198305454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,C,Bonds,2022,0.0142843186683764,0.0160209518274612,0.121576198305454,0.121576198305454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,D,Bonds,2022,0.0690918055262533,0.077491724576195,0.121576198305454,0.121576198305454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,E,Bonds,2022,0.0240243643497535,0.0269451552341016,0.121576198305454,0.121576198305454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,F,Bonds,2022,0.0101302428061182,0.0113618392143972,0.121576198305454,0.121576198305454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,G,Bonds,2022,0.00110622933695602,0.0012407204941971,0.121576198305454,0.121576198305454
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Ac-Electric Arc Furnace,Bonds,2022,15774.9373369395,16508.0684926449,0.0464744258595976,0.0464744258595976
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Blast Furnace,Bonds,2022,90446.6119591757,94650.0663209242,0.0464744258595977,0.0464744258595977
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Dc-Electric Arc Furnace,Bonds,2022,2599.30873632543,2720.11011747799,0.0464744258595975,0.0464744258595975
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Freight,Bonds,2023,0.00283528899981753,0.00316324622188618,0.115669768439743,0.115669768439743
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Passenger,Bonds,2023,0.9121141142678,1.01761814265577,0.115669768439743,0.115669768439743
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Grinding plant,Bonds,2023,7756.23317255799,7731.87878776319,-0.00313997584303672,-0.00313997584303672
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Integrated facility,Bonds,2023,39051.6020512447,38928.9809641719,-0.00313997584303663,-0.00313997584303663
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,A,Bonds,2023,0,0.010954734952001,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,B,Bonds,2023,0,0.0199679963758708,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,C,Bonds,2023,0,0.0160209518274612,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,D,Bonds,2023,0,0.077491724576195,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,E,Bonds,2023,0,0.0269451552341016,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,F,Bonds,2023,0,0.0113618392143972,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,G,Bonds,2023,0,0.0012407204941971,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Ac-Electric Arc Furnace,Bonds,2023,15530.5602850377,16508.0684926449,0.0629409493068276,0.0629409493068276
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Blast Furnace,Bonds,2023,89045.4605052596,94650.0663209242,0.0629409493068277,0.0629409493068277
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Dc-Electric Arc Furnace,Bonds,2023,2559.04160927458,2720.11011747799,0.0629409493068279,0.0629409493068279
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Freight,Bonds,2024,0.00275329969180495,0.00316324622188618,0.148892810797679,0.148892810797679
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Aviation,Passenger,Bonds,2024,0.885738106368028,1.01761814265577,0.148892810797679,0.148892810797679
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Grinding plant,Bonds,2024,7762.32177068661,7731.87878776319,-0.00392189139058623,-0.00392189139058623
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Cement,Integrated facility,Bonds,2024,39082.2573327298,38928.9809641719,-0.00392189139058613,-0.00392189139058613
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,A,Bonds,2024,0,0.010954734952001,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,B,Bonds,2024,0,0.0199679963758708,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,C,Bonds,2024,0,0.0160209518274612,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,D,Bonds,2024,0,0.077491724576195,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,E,Bonds,2024,0,0.0269451552341016,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,F,Bonds,2024,0,0.0113618392143972,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Shipping,G,Bonds,2024,0,0.0012407204941971,-1,-1
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Ac-Electric Arc Furnace,Bonds,2024,15286.1832331359,16508.0684926449,0.0799339665679464,0.0799339665679464
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Blast Furnace,Bonds,2024,87644.3090513434,94650.0663209242,0.0799339665679465,0.0799339665679465
Investor 1,Portfolio 1,SBTI,PortfolioWeight,Global,Steel,Dc-Electric Arc Furnace,Bonds,2024,2518.77448222372,2720.11011747799,0.0799339665679467,0.0799339665679467
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Electric,Bonds,2019,3327.76888589314,3327.76888589314,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Hybrid,Bonds,2019,7810.34414567096,7810.34414567096,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,ICE,Bonds,2019,320085.699703955,320085.699703955,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Coal,Coal,Bonds,2019,486471.228761344,486471.228761344,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Gas,Bonds,2019,208683.148894921,208683.148894921,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Oil,Bonds,2019,197009.197127662,197009.197127662,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Electric,Bonds,2020,11633.426703774,5991.01395612438,-0.485017260290056,-0.485017260290056
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Hybrid,Bonds,2020,19696.4292583661,9746.77590752861,-0.50515010717546,-0.50515010717546
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,ICE,Bonds,2020,274928.272975331,319355.663427524,-0.161596295540617,0.161596295540617
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Coal,Coal,Bonds,2020,471126.900212803,491318.245747317,-0.0428575518090657,0.0428575518090657
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Gas,Bonds,2020,213699.382629826,217934.807510847,-0.0198195466402325,0.0198195466402325
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Oil,Bonds,2020,195967.116658715,204076.761283603,-0.0413826807433764,0.0413826807433764
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Electric,Bonds,2021,12639.5273498183,10265.2955863595,-0.18784181542144,-0.18784181542144
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Hybrid,Bonds,2021,28688.8463098331,10630.2151098569,-0.62946522857514,-0.62946522857514
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,ICE,Bonds,2021,273345.231957615,320412.587655628,-0.172190147093222,0.172190147093222
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Coal,Coal,Bonds,2021,455782.571664261,496165.262669418,-0.0886007792217708,0.0886007792217708
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Gas,Bonds,2021,218715.616364732,216657.886705746,0.00940824296493825,-0.00940824296493825
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Oil,Bonds,2021,194925.036189768,206759.141629477,-0.0607110593437981,0.0607110593437981
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Electric,Bonds,2022,13645.6279958626,13588.0530676772,-0.00421929486886769,-0.00421929486886769
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Hybrid,Bonds,2022,37681.2633613,11819.6833330793,-0.686324653721176,-0.686324653721176
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,ICE,Bonds,2022,271762.1909399,319564.708004229,-0.175898335596287,0.175898335596287
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Coal,Coal,Bonds,2022,440438.24311572,501012.279655457,-0.137531282731552,0.137531282731552
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Gas,Bonds,2022,223731.850099637,215037.676052269,0.0388597959722619,-0.0388597959722619
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Oil,Bonds,2022,193882.955720821,202286.309655731,-0.0433424067818022,0.0433424067818022
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Electric,Bonds,2023,14651.7286419069,15979.4115422868,0.0906161267949314,0.0906161267949314
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Hybrid,Bonds,2023,46673.6804127668,13339.8591235717,-0.71418883178703,-0.71418883178703
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,ICE,Bonds,2023,270179.149922184,314898.859852851,-0.165518730603551,0.165518730603551
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Coal,Coal,Bonds,2023,425093.914567179,505859.296309578,-0.189994208278969,0.189994208278969
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Gas,Bonds,2023,228748.083834543,209666.489081124,0.0834175064269411,-0.0834175064269411
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Oil,Bonds,2023,192840.875251874,198505.03282312,-0.0293721834846902,0.0293721834846902
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Electric,Bonds,2024,15657.8292879512,17084.3104942085,0.0911033822137131,0.0911033822137131
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,Hybrid,Bonds,2024,55666.097464234,14560.1663766606,-0.738437450442512,-0.738437450442512
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Automotive,ICE,Bonds,2024,268596.108904469,314052.487748922,-0.16923692241804,0.16923692241804
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Coal,Coal,Bonds,2024,409749.586018638,510706.313286036,-0.246386404555891,0.246386404555891
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Gas,Bonds,2024,233764.317569448,206317.445626004,0.117412581307625,-0.117412581307625
Investor 1,Portfolio 1,SDS,PortfolioWeight,Global,Oil&Gas,Oil,Bonds,2024,191798.794782927,194313.837197021,-0.0131129208446843,0.0131129208446843
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2019,168.312842025646,168.312842025646,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2019,171.610671051558,171.610671051558,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2019,206.401722363167,206.401722363167,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2019,298.527394140739,298.527394140739,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2019,26.0195345759933,26.0195345759933,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2019,95.5836055151772,95.5836055151772,0,0
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2020,163.355524506669,172.908325754616,-0.0584785930980655,0.0584785930980655
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2020,173.933409896618,187.894149971409,-0.0802648558611575,0.0802648558611575
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2020,207.702114393763,208.847257570402,0.00551339200364522,0.00551339200364522
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2020,293.910767609345,304.653308610816,0.0365503485593583,0.0365503485593583
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2020,24.8143453649916,26.0195345759933,0.0485682452337443,0.0485682452337443
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2020,122.385090135374,107.973563113653,-0.117755577953,-0.117755577953
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2021,158.398206987692,176.567447974398,-0.114706102627271,0.114706102627271
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2021,176.256148741677,187.930822602806,-0.0662369735437732,0.0662369735437732
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2021,209.00250642436,217.474189725346,0.0405338837601543,0.0405338837601543
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,NuclearCap,Bonds,2021,289.294141077952,305.066951884662,0.054521708417386,0.054521708417386
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,OilCap,Bonds,2021,23.6091561539898,26.0195345759933,0.102095068806435,0.102095068806435
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,RenewablesCap,Bonds,2021,149.186574755572,118.288762582207,-0.207108529865962,-0.207108529865962
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,CoalCap,Bonds,2022,153.440889468716,179.988382837182,-0.173014464790882,0.173014464790882
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,GasCap,Bonds,2022,178.578887586736,188.707015781996,-0.0567151488741389,0.0567151488741389
Investor 1,Portfolio 1,SDS,PortfolioWeight,GlobalAggregate,Power,HydroCap,Bonds,2022,210.302898454956,220.074390501658,0.0464638962110874,0.0464638962110874
